,Unnamed: 0,hotel,star,review,date,real_date,length
3541,3541,신라스테이 구로,5,너무 좋아요-!!,2020. 08. 18,2020. 08. 18,9
3542,3542,신라스테이 구로,5,편리하고 숙박하기 적당한 곳이였어요~ 화장실 물이 잘 안내려가고 냄새가 조금 있었고 소음이 있었지만 지낼만했어요~ 체크인 하는데 줄이 길어 넘 힘들었어요 ㅠ.ㅠ,2020. 08. 18,2020. 08. 18,89
3543,3543,신라스테이 구로,5,가격대비 정말 잘 쉬었습니다:D,2020. 08. 18,2020. 08. 18,17
3544,3544,신라스테이 구로,5,항상 잘 이용하고 있지만 스탠다드 룸에도 미러링이 있었으면 좋겠습니다,2020. 08. 18,2020. 08. 18,38
3545,3545,신라스테이 구로,5,편하고 좋아요,2020. 08. 17,2020. 08. 17,7
3546,3546,신라스테이 구로,5,"깨끗하고 너무 친절해서 잘쉬다가 왔어용
조식 맛있어요!!!!
침대도 엄청 푹신거려서 잠도 잘오네유~.~♡",2020. 08. 17,2020. 08. 17,58
3547,3547,신라스테이 구로,4,"마력의 침대라 정신 못차리고 잠만 잤네요,, 제대로 쉬다가 왔습니다 다만 잔이나 접시 같은걸 요청 드렸는데 없다고 하셔서 따로 일회용을 구매했어요 티비에 넷플릭스 없는 것도 좀 아쉬웠네요",2020. 08. 17,2020. 08. 17,104
3548,3548,신라스테이 구로,3,잘 쉬다 갑니다.,2020. 08. 17,2020. 08. 17,9
3549,3549,신라스테이 구로,5,감사합니다,2020. 08. 17,2020. 08. 17,5
3550,3550,신라스테이 구로,3,신라스테이 어딜가든 항상 믿고쓰큰 호텔이였는데 수건이나 침구류는 오래되어서 너덜너덜하고 방에 먼지는 엄청많고 물걸레질을 안하는건지.. 먼지덩어리도 있고 짜증나서 물걸레 올려달라해서 직접 청소함... 조식도 다른지점과 비교했을때 너무 별로였어요..,2020. 08. 17,2020. 08. 17,137
3551,3551,신라스테이 구로,5,석식 맛있어요,2020. 08. 17,2020. 08. 17,7
3552,3552,신라스테이 구로,5,"석식 너무너무너무 맛있어요 매우 만족입니다
룸 컨디션도 완전 깔끔하고 좋았어요 👍",2020. 08. 16,2020. 08. 16,45
3553,3553,신라스테이 구로,5,가성비 좋아요~,2020. 08. 16,2020. 08. 16,8
3554,3554,신라스테이 구로,5,"가성비 좋네요~~ 
깔끔하고 안락하며 접근성 좋습니다",2020. 08. 16,2020. 08. 16,29
3555,3555,신라스테이 구로,5,항상좋앙ㅅ오,2020. 08. 16,2020. 08. 16,6
3556,3556,신라스테이 구로,3,"요즘모텔이 시설 더좋은한뎅...
굳이 다시가진않을듯",2020. 08. 16,2020. 08. 16,28
3557,3557,신라스테이 구로,5,"신라스테이 중식 뷔페 넘 맛있었는데
에어컨이 진짜 거의 하나도 안나와서 많이 더웠어요",2020. 08. 15,2020. 08. 15,47
3558,3558,신라스테이 구로,3,좋아요오옹,2020. 08. 15,2020. 08. 15,5
3559,3559,신라스테이 구로,5,침구에 털있어서 쫌 그랫어요,2020. 08. 14,2020. 08. 14,15
3560,3560,신라스테이 구로,5,시설은 머리카락 조금 묻어있고했지만 전반적으로 분위기 좋았습니다 재이용 할게요,2020. 08. 14,2020. 08. 14,43
3561,3561,신라스테이 구로,5,항상 좋아요,2020. 08. 13,2020. 08. 13,6
3562,3562,신라스테이 구로,5,"소형호텔에 근무하고 있습니다. 배울점이 많았습니다
평일이라 그런지 걱정스러울 정도로 가성비가 좋고
체크아웃때 객실 메이드분과 지나쳤는데 환하게 전송인사 해주셔서 너무 감동 받았습니다. 데스크에서보다 환하게 반겨주셨습니다.
더위를 많이 타는데 직접 냉풍기도 갖다주셨습니다
와인잔 짠하는 소리가 악기처럼 좋았습니다
석식은 정갈하고 맛있었습니다.더보기",2020. 08. 13,2020. 08. 13,193
3563,3563,신라스테이 구로,5,아주 좋았어욤,2020. 08. 13,2020. 08. 13,7
3564,3564,신라스테이 구로,5,너무 좋아요,2020. 08. 13,2020. 08. 13,6
3565,3565,신라스테이 구로,4,남직원 한 분은 말을 툭툭 던지긴 했지만 대체로 상당히 친절하셨습니다 침실 바닥이나 가구 위쪽은 먼지가 쌓여있었습니다,2020. 08. 13,2020. 08. 13,65
3566,3566,신라스테이 구로,5,좋았어요오,2020. 08. 12,2020. 08. 12,5
3567,3567,신라스테이 구로,4,친절하고 서비스좋음,2020. 08. 12,2020. 08. 12,10
3568,3568,신라스테이 구로,4,"개별 냉방이아니라서 여름에 가니까 더웠어요..!!
*냉방기 요청은 필수",2020. 08. 12,2020. 08. 12,39
3569,3569,신라스테이 구로,5,좋아요좋아요,2020. 08. 11,2020. 08. 11,6
3570,3570,신라스테이 구로,5,저렴한가격에 신라스테이 잘쉬다왔네요,2020. 08. 11,2020. 08. 11,19
3571,3571,신라스테이 구로,5,좋아요 따음에 또,2020. 08. 11,2020. 08. 11,9
3572,3572,신라스테이 구로,5,깨끗하고 편히 쉬다 갑니다,2020. 08. 11,2020. 08. 11,14
3573,3573,신라스테이 구로,5,깨끗하고 친절합니다.,2020. 08. 10,2020. 08. 10,11
3574,3574,신라스테이 구로,5,굿굿좋아여,2020. 08. 10,2020. 08. 10,5
3575,3575,신라스테이 구로,5,음 이돈에 차라리 포포갈래요,2020. 08. 10,2020. 08. 10,15
3576,3576,신라스테이 구로,4,뷔페가 좋아요,2020. 08. 10,2020. 08. 10,7
3577,3577,신라스테이 구로,5,정말 편하게  잘쉬었다갑니다. 다음에도 다시  이용할께요,2020. 08. 10,2020. 08. 10,31
3578,3578,신라스테이 구로,5,조식이 별루였어요,2020. 08. 10,2020. 08. 10,9
3579,3579,신라스테이 구로,5,깨끗하고 좋아요,2020. 08. 10,2020. 08. 10,8
3580,3580,신라스테이 구로,5,좋았금ㄱ니다,2020. 08. 09,2020. 08. 09,6
3581,3581,신라스테이 구로,5,좋아요 아주 좋아요 정말 좋아요,2020. 08. 09,2020. 08. 09,17
3582,3582,신라스테이 구로,4,좀 더웠어요,2020. 08. 09,2020. 08. 09,6
3583,3583,신라스테이 구로,5,너무 좋아요 중앙난방이라 한여름에는 더울꺼같은데 깔끔하고 만족해요.,2020. 08. 09,2020. 08. 09,37
3584,3584,신라스테이 구로,5,깨끗하고 잘 쉬다 갑니다!,2020. 08. 09,2020. 08. 09,14
3585,3585,신라스테이 구로,4,시설도 좋고 중식 맛있어요,2020. 08. 09,2020. 08. 09,14
3586,3586,신라스테이 구로,4,머무르는 동안 편안했고 위생 및 서비스도 좋았습니다. 다만 교통 편의성에 있어 길을 건너려면 횡단보도가 멀리 있어서 아쉬웠어요,2020. 08. 08,2020. 08. 08,70
3587,3587,신라스테이 구로,5,깔끔하고 좋아요,2020. 08. 08,2020. 08. 08,8
3588,3588,신라스테이 구로,5,시간도길고 너무좋아요. 잘쉬다갑니다,2020. 08. 08,2020. 08. 08,19
3589,3589,신라스테이 구로,5,너무 좋아썽요,2020. 08. 07,2020. 08. 07,7
3590,3590,신라스테이 구로,5,좋아요ㅎㅎ,2020. 08. 07,2020. 08. 07,5
3591,3591,신라스테이 구로,5,깨끗하고 시설이 좋아요~~,2020. 08. 07,2020. 08. 07,14
3592,3592,신라스테이 구로,5,어메니티도 좋고 좋아요,2020. 08. 07,2020. 08. 07,12
3593,3593,신라스테이 구로,5,조식이 진짜 맛있어요,2020. 08. 07,2020. 08. 07,11
3594,3594,신라스테이 구로,5,괜찮았어요,2020. 08. 07,2020. 08. 07,5
3595,3595,신라스테이 구로,5,"깔끔 하고 좋았어요~
다들 친절하게 응대해 주시고 만족했어요~",2020. 08. 07,2020. 08. 07,34
3596,3596,신라스테이 구로,5,숙소 편히 잘 쉬었어요,2020. 08. 07,2020. 08. 07,12
3597,3597,신라스테이 구로,5,너무 편하게 쉬다왔습니다,2020. 08. 07,2020. 08. 07,13
3598,3598,신라스테이 구로,5,야간에 차들달리는 소리에 잠을 조금 설치긴했지만 숙소 청결도 서비스는 최고 잘쉬다갑니다,2020. 08. 07,2020. 08. 07,48
3599,3599,신라스테이 구로,5,항상 만족합니다.,2020. 08. 07,2020. 08. 07,9
3600,3600,신라스테이 구로,5,"에어컨좀....안좋아요...더워요
위치는구로역 군처",2020. 08. 07,2020. 08. 07,28
3601,3601,신라스테이 구로,5,좋았습니다!,2020. 08. 06,2020. 08. 06,6
3602,3602,신라스테이 구로,4,샤워실 쪽에서 좀 냄새가 나서 불쾌하긴 했지만 전반적우로 괜찮았습니다.,2020. 08. 06,2020. 08. 06,39
3603,3603,신라스테이 구로,5,깔끔했어요,2020. 08. 06,2020. 08. 06,5
3604,3604,신라스테이 구로,5,항상 자주 애용하는곳입니다,2020. 08. 06,2020. 08. 06,14
3605,3605,신라스테이 구로,5,만족합미다,2020. 08. 06,2020. 08. 06,5
3606,3606,신라스테이 구로,4,"접근성도좋았고 객실도 깔끔했다
다만 주차공간의 부족은 아쉽다",2020. 08. 05,2020. 08. 05,33
3607,3607,신라스테이 구로,5,"땀을 엄청 흘리면서 체크인했는데 프론트 여직원분이 에어컨좀더가동해달라고 어디론가 전화주시더라구요 
감사합니다

608호 이용했었습니다

뷰도좋고 조식도 매우 만족했습니다

객실이 덥다는 후기가 많던데 

저희는 좀 추워서 에어컨 끄고 잤습니다

수압도 좋고 재방문의사 매우 높습니다더보기",2020. 08. 05,2020. 08. 05,160
3608,3608,신라스테이 구로,5,좋아요 수건이 1장 더 있으면 좋겠어요,2020. 08. 05,2020. 08. 05,21
3609,3609,신라스테이 구로,5,너무 깨끗하고 좋았습니다,2020. 08. 05,2020. 08. 05,13
3610,3610,신라스테이 구로,5,좋았고 깨끗해요,2020. 08. 05,2020. 08. 05,8
3611,3611,신라스테이 구로,5,ㅇㅇㅇㅇㅇ,2020. 08. 05,2020. 08. 05,5
3612,3612,신라스테이 구로,1,"처음 숙박한 곳이다. 오전 6시에 기상할것이 아니라면 오지마라. 지하철 소음과 진동에 최악의 숙박이 된다. 이런곳에 호텔을 짓다니, 신라스테이의 브랜드에 침뱉고 싶은 심정이다.   서비스직원에게 방을 바꿔달랬더니 방이 없단다. 환불요청 했더니 그때서야 다른 방키를 가지고 온다. 다시는 머무르고 싶지 않다.",2020. 08. 05,2020. 08. 05,171
3613,3613,신라스테이 구로,5,가성비 갑이고너무좋아요,2020. 08. 05,2020. 08. 05,12
3614,3614,신라스테이 구로,5,너무 깔끔해서 지내기 편했어요,2020. 08. 04,2020. 08. 04,16
3615,3615,신라스테이 구로,5,"조식,레이트체크아웃 패키지로 잘 머물다가요",2020. 08. 04,2020. 08. 04,23
3616,3616,신라스테이 구로,5,모든게 다 완벽해요,2020. 08. 04,2020. 08. 04,10
3617,3617,신라스테이 구로,5,깔끔하고 컵도 위생적으로 잘 놓여있더라고요 청결도 저는 만족합니다!!,2020. 08. 04,2020. 08. 04,38
3618,3618,신라스테이 구로,5,"2번째 호캉스에요~ 처음 방문엔. 아들이랑 둘이 조식패키지 먹었구요~ 이번엔 친정엄마랑 런치패키지로 왔어요~~ 여전히 푹신한 침구에 꿀잠 잤네요~ 조식도 마음에 들었지만, 중식이 먹을게 더 많아서 좋네요^^ 쌀국수랑 짜장면은 바로 조리해주니 더 맛있어요!  구로 디지털단지에서. 5분거리고, 중앙냉방이라 더우실수있는데 냉풍기 달라고 하시면 주십니다~ 너무 시원해요^^",2020. 08. 04,2020. 08. 04,205
3619,3619,신라스테이 구로,5,"체크인시 오래걸렸던 부분 제외하고 깨끗하고 좋았습니다

직원분들고 친절하시고 좋습니다",2020. 08. 04,2020. 08. 04,47
3620,3620,신라스테이 구로,5,호캉스했는데 생각했던 것보다 좋았어요..역에서도 가깝고 편의점도 바로 앞에.있고. 깔끔하고,2020. 08. 04,2020. 08. 04,50
3621,3621,신라스테이 구로,3,샤워가운 한개밖에 없었어요 그외엔 무난. 청소상태는 나쁘진않았지만 좋지도 않아요,2020. 08. 04,2020. 08. 04,44
3622,3622,신라스테이 구로,5,깨끗하고 좋았네요,2020. 08. 04,2020. 08. 04,9
3623,3623,신라스테이 구로,5,가격대비 여기만한 곳이 없죠,2020. 08. 04,2020. 08. 04,15
3624,3624,신라스테이 구로,5,깨끗하고 좋았습니다,2020. 08. 03,2020. 08. 03,10
3625,3625,신라스테이 구로,5,어제 비가 많이 와서 저렴한 가격에 호텔에서 편히 잘 놀다가 갑니다~ 객실 청결도 좋도 서비스도 다 좋아서 너무 좋았어요~,2020. 08. 03,2020. 08. 03,68
3626,3626,신라스테이 구로,3,변기 밑에 드럽고 먼지투성이  호캉스 엉망,2020. 08. 03,2020. 08. 03,23
3627,3627,신라스테이 구로,4,"신라스테이 구로 전체적으로 만족했으나
숙소 청결도면에서 조금 아쉬웠습니다",2020. 08. 02,2020. 08. 02,40
3628,3628,신라스테이 구로,4,"그냥 소소하게 놀다 갔어요
좋은점은 늦퇴실이 좋았네요",2020. 08. 02,2020. 08. 02,29
3629,3629,신라스테이 구로,5,주말 잘 보냈어요,2020. 08. 02,2020. 08. 02,9
3630,3630,신라스테이 구로,5,편히쉬다갈수있어요,2020. 08. 02,2020. 08. 02,9
3631,3631,신라스테이 구로,5,"주말에 투숙했는데 
서비스나 시설 다 만족하지만
아무래도 입실까지 대기시간이 좀 긴듯합니다.
시설이 괜찮아 이용고객이 많은거겠죠 ! 
좋았습니다~더보기",2020. 08. 02,2020. 08. 02,84
3632,3632,신라스테이 구로,5,조금 시끄러운거 빼고 좋아요,2020. 08. 02,2020. 08. 02,15
3633,3633,신라스테이 구로,5,방은 좀 작지만~ 깔끔하고 조식도 괜찮습니다,2020. 08. 02,2020. 08. 02,24
3634,3634,신라스테이 구로,1,"직원분들 친절하고 방도 정말 깨끗했습니다.
근데 에어컨도 진짜 미지근해서 계속 이야기해도 중앙에어컨틀어서 시원해질꺼다 하는데 똑같습니다.
이건 뭐 그럴 수 있다고 생각하지만
샤워실이랑 세면대 화장실에서 화장실썩은 냄새와 진짜 심한 생선 비린냄새가 나서 씻지를 못하겠네요 하..... 쉬러와서..",2020. 08. 02,2020. 08. 02,164
3635,3635,신라스테이 구로,5,정갈한 디자인이 좋았습니다 공조시스템이 살짝 부족하고 객실 내부가 흠 잡을 곳이 없는 건 아니지만 침대가 푹신해서 커버되었고 함께 먹은 중식이 참 맛있었습니다 이가격에 이정도라면 추후 재방문도 할 수 있습니다 굿,2020. 08. 02,2020. 08. 02,118
3636,3636,신라스테이 구로,5,깨끗하고 좋아요,2020. 08. 01,2020. 08. 01,8
3637,3637,신라스테이 구로,5,"깨끗하고 좋았습니다. 방은 조금 좁아요
코로나방역철저해서",2020. 08. 01,2020. 08. 01,31
3638,3638,신라스테이 구로,5,청결이 ㅠ 아쉽네요,2020. 08. 01,2020. 08. 01,10
3639,3639,신라스테이 구로,5,죠아요!!,2020. 08. 01,2020. 08. 01,5
3640,3640,신라스테이 구로,5,편안하게 쉬다 갑니다,2020. 08. 01,2020. 08. 01,11
3641,3641,신라스테이 구로,5,데스크 및 청소직원분들까지 이렇게까지 친절한 호텔은 처음 봅니다. 룸 컨디션은 가격대비 너무 좋았습니다. 신라스테이 구로점 진짜 추천해요ㅜㅜㅜ 너무 좋은 하루가 된 것 같아요ㅠㅠ 한 가지 아쉬운 점은 제가 묵은 방 드라이기가 너무 약해서 그건 좀 아쉬웠어요 그래도 진짜 진짜 너무 좋은 휴가 보냈습니다.,2020. 08. 01,2020. 08. 01,169
3642,3642,신라스테이 구로,5,고데기나 스킨로션같은게 없는건 좀 아쉬웠지만 다음에 챙겨가는걸루~~ 깨끗하고 너무좋아요 밥도맛남,2020. 08. 01,2020. 08. 01,53
3643,3643,신라스테이 구로,5,늘 이용합니다.,2020. 08. 01,2020. 08. 01,8
3644,3644,신라스테이 구로,5,편하게 잘 쉬었다 가요,2020. 08. 01,2020. 08. 01,12
3645,3645,신라스테이 구로,1,방음이 진짜 아예 안되요. 옆방 문열고 닫는 소리에 우리 방에 누가 들어오는 줄 알고 새벽에 몇번을 깼네요. 다신 안갈 것 같아요.,2020. 08. 01,2020. 08. 01,73
3646,3646,신라스테이 구로,5,레이트 체크아웃 맘에들었어요,2020. 08. 01,2020. 08. 01,15
3647,3647,신라스테이 구로,5,너무 편안하게 잠들 수가 있었어요,2020. 08. 01,2020. 08. 01,18
3648,3648,신라스테이 구로,5,"수건은 정말 한번 싹 바꿨으면 좋겠어요
피 같은 얼룩도 있고 얼룩덜룩함,,
그리고 조식 좀 많이 부실해요",2020. 08. 01,2020. 08. 01,58
3649,3649,신라스테이 구로,5,가격도 착하고 시설도 좋았습니다.,2020. 07. 31,2020. 07. 31,18
3650,3650,신라스테이 구로,4,깔끔하고 편리해서 좋아요! 다만 에어컨이 중앙제어라서 아쉽네요,2020. 07. 31,2020. 07. 31,34
3651,3651,신라스테이 구로,3,"중앙냉방시스템이 최악이었어요 잘때 더워서 깨고 모기도 물리고...
겨울에는 좋을가겉아요!",2020. 07. 30,2020. 07. 30,49
3652,3652,신라스테이 구로,4,위치도좋고 숙소도 깔끔했어요 룸도 생각보다 답답하지도않았습니다 그런데 객실에 기다란 원통전등..? 뒤에가 다 헤져있더라구요 체크인할때 줄을 길게서야하고..조식은 종류가 다양해서 좋았어요 그런데 사람이 엄청많고..딸기쨈이나 버터같은건 일회용 소분된게 아니라 좀 지저분했어요,2020. 07. 30,2020. 07. 30,151
3653,3653,신라스테이 구로,5,조아요오오오,2020. 07. 30,2020. 07. 30,6
3654,3654,신라스테이 구로,5,"침구 화장실 청결 중요하게 생각하시는 분들은 후회
안합니다.
조식 패키지 할인 상품으로 이용해서 가성비도 좋았습니다
전철역도 가깝고 차량 접근도 용이하네요
바로 옆에 편의점도 있어서 이용하기에 불편한게 없었네요더보기",2020. 07. 30,2020. 07. 30,120
3655,3655,신라스테이 구로,2,예약을 하고 갔는데도 체크인할때까지도 30분 넘게 걸린듯... 방도좁고.. 모텔보다 못한것 같네요. 또가고 싶지 않은곳이네요,2020. 07. 30,2020. 07. 30,69
3656,3656,신라스테이 구로,5,구디 번화가에서 엄청 가까이 있었어요! 그리고 신라스테이! 다른말이 필요없습니다.,2020. 07. 30,2020. 07. 30,45
3657,3657,신라스테이 구로,5,깔끔합니다,2020. 07. 29,2020. 07. 29,5
3658,3658,신라스테이 구로,5,"깨끗하고 직원분들도
친절하고 잘 쉬었다갑니다",2020. 07. 29,2020. 07. 29,24
3659,3659,신라스테이 구로,5,"언제나 가도 쾌적하고 좋아요 
친절하고 깨끗하고 다 좋아요

하나 아쉬운건 방음이 너무 안되니까 복도소리 옆방 소리 다 들리는게 아쉬워요ㅠㅠ",2020. 07. 29,2020. 07. 29,78
3660,3660,신라스테이 구로,5,직원분들 친절하고 시설 깔끔하고 조식도 너무 잘먹었습니다~에어컨이 중앙냉방이라 조금 더웠지만 그래도 하루 너무 잘 묵었다 갑니다~^^,2020. 07. 28,2020. 07. 28,74
3661,3661,신라스테이 구로,5,항상 좋아요,2020. 07. 28,2020. 07. 28,6
3662,3662,신라스테이 구로,3,"화장실 이용할 때 수압도 약하고 문도 완벽하게 닫는게 안되고
볼일볼 땐 좀 민망합니다 그냥 뚫려있다고 생각해요ㅜㅜ
처음에 전화가 안돼서 직접 1층으로 내려가서 전화기 고장났다고
말했는데 바로 고쳐주셨어요~ 와이파이 잘 안터져요~
TV채널 많지 않아요~석식 비싸게 주고 먹었는데 종류도 별로 없고
맛 없었어요더보기",2020. 07. 28,2020. 07. 28,174
3663,3663,신라스테이 구로,5,좋습니다. 호텔 바로 옆에 편의점도 있고 좋아요,2020. 07. 28,2020. 07. 28,26
3664,3664,신라스테이 구로,4,방은 좋았는데 에어컨이 빵빵하진 않았던게 아쉽네요ㅜ 위치도..,2020. 07. 28,2020. 07. 28,34
3665,3665,신라스테이 구로,5,담에 또 놀러갈게요 너무 좋았어요,2020. 07. 27,2020. 07. 27,18
3666,3666,신라스테이 구로,5,!!!!!,2020. 07. 27,2020. 07. 27,5
3667,3667,신라스테이 구로,5,좋습니다  추천이요,2020. 07. 27,2020. 07. 27,10
3668,3668,신라스테이 구로,5,아주 좋아요,2020. 07. 27,2020. 07. 27,6
3669,3669,신라스테이 구로,5,"에어컨이 너무 안시원한거 빼면 좋았습니다
쇼파에 얼룩이 있는데 이건 교체 말고 방법이 없는거 같으니..
투숙객들이 깨끗이 써야 할듯요",2020. 07. 27,2020. 07. 27,74
3670,3670,신라스테이 구로,5,너무 잘 쉬다가 가요,2020. 07. 27,2020. 07. 27,11
3671,3671,신라스테이 구로,5,좋아요~~,2020. 07. 27,2020. 07. 27,5
3672,3672,신라스테이 구로,5,좋았습니다,2020. 07. 27,2020. 07. 27,5
3673,3673,신라스테이 구로,5,깨끗하고 친절해서 너무 좋았어요,2020. 07. 27,2020. 07. 27,17
3674,3674,신라스테이 구로,5,자주 이용하지만 항상 좋네요,2020. 07. 27,2020. 07. 27,15
3675,3675,신라스테이 구로,4,"체크인에 시간이 너무 오래 걸렸어요 ㅠㅠ
그래도 침대는 푹신
조식은 먹을만해요",2020. 07. 26,2020. 07. 26,43
3676,3676,신라스테이 구로,5,서비스 좋네요,2020. 07. 26,2020. 07. 26,7
3677,3677,신라스테이 구로,4,좋은곳이에요,2020. 07. 26,2020. 07. 26,6
3678,3678,신라스테이 구로,5,지너뷔페 알차게 잘먹었습니다.,2020. 07. 26,2020. 07. 26,16
3679,3679,신라스테이 구로,5,너무 좋앗어요,2020. 07. 26,2020. 07. 26,7
3680,3680,신라스테이 구로,5,"깨끗하고 주차도 편하고 좋았어요.
친절하셧구요",2020. 07. 26,2020. 07. 26,25
3681,3681,신라스테이 구로,4,가격대비 깔끔하고 좋와요,2020. 07. 26,2020. 07. 26,13
3682,3682,신라스테이 구로,5,좋았어요^^,2020. 07. 26,2020. 07. 26,6
3683,3683,신라스테이 구로,5,"쾌적하고 좋아요, 다만 지하철 옆이라 소음이 좀 있어요",2020. 07. 26,2020. 07. 26,30
3684,3684,신라스테이 구로,3,역과 근접.편의성은 좋으나 전철소음이 20층이었는데는 시끄럽게 들리네요.객실방향 확인하세요.소음없이 잘수 있는시간은 전철 미운행시간 입니다.,2020. 07. 26,2020. 07. 26,78
3685,3685,신라스테이 구로,5,좋은 휴식시간 감사합니다.,2020. 07. 25,2020. 07. 25,14
3686,3686,신라스테이 구로,3,ㄱㄱㄱㄱㄱㄱㄱ,2020. 07. 25,2020. 07. 25,7
3687,3687,신라스테이 구로,3,ㄱㄱㄱㄱㄱㄱㄱ,2020. 07. 25,2020. 07. 25,7
3688,3688,신라스테이 구로,5,만족합니다,2020. 07. 25,2020. 07. 25,5
3689,3689,신라스테이 구로,5,괜찮아요.,2020. 07. 25,2020. 07. 25,5
3690,3690,신라스테이 구로,5,깔끔하고 너무 좋아요,2020. 07. 25,2020. 07. 25,11
3691,3691,신라스테이 구로,5,너무나 좋아요,2020. 07. 24,2020. 07. 24,7
3692,3692,신라스테이 구로,5,좋았습니다,2020. 07. 24,2020. 07. 24,5
3693,3693,신라스테이 구로,5,좋았습니다,2020. 07. 24,2020. 07. 24,5
3694,3694,신라스테이 구로,5,급하게  잡았는데 저렴하게 잘이용했습니다~~항상느끼자만 깨끗하고 좋습니다,2020. 07. 24,2020. 07. 24,40
3695,3695,신라스테이 구로,5,만족합니다,2020. 07. 24,2020. 07. 24,5
3696,3696,신라스테이 구로,5,맥주 이벤트가 참 좋았어요 신라스테이는 다 젛아요,2020. 07. 23,2020. 07. 23,27
3697,3697,신라스테이 구로,5,잘쉬다가용,2020. 07. 22,2020. 07. 22,5
3698,3698,신라스테이 구로,5,늘 이용하는곳,2020. 07. 21,2020. 07. 21,7
3699,3699,신라스테이 구로,5,깔끔하고 좋아요,2020. 07. 21,2020. 07. 21,8
3700,3700,신라스테이 구로,5,"일단 15시 부터 체크인데 16시가 넘어서 방에들어감
코로나 때문에 설문지와 체온측정으로 많은 시간이 소비 객실 수준은 딱 신라스테이 수준 넓지도  좁지도 않으며 유유적적하게 하루를 마무리 하고 시작하기 좋은곳",2020. 07. 21,2020. 07. 21,117
3701,3701,신라스테이 구로,5,항상 좋아요,2020. 07. 21,2020. 07. 21,6
3702,3702,신라스테이 구로,5,"바로 옆에 편의점있고 주차장도 꽤 넓어요 
주차 붐빈다고 문자연락오던데 의외로 여유있었어요 
방 깨끗하고 22시 체크아웃 조건이었는데 2박하는 기분이었습니다
조식도 먹을거 많고 여러모로 잘 쉬다가요",2020. 07. 21,2020. 07. 21,110
3703,3703,신라스테이 구로,5,ㅇㅇㅇㅇㅇㅇ,2020. 07. 21,2020. 07. 21,6
3704,3704,신라스테이 구로,5,좋아요  다시오고파요,2020. 07. 20,2020. 07. 20,11
3705,3705,신라스테이 구로,5,깨끗하고 좋은데 에어컨이 중앙시스템인거같아요 18도로 설정해놔도 시원할때가 있고 송풍만 나올때가 있어요,2020. 07. 20,2020. 07. 20,57
3706,3706,신라스테이 구로,5,교통이 편리하고 가성비 좋아요,2020. 07. 20,2020. 07. 20,16
3707,3707,신라스테이 구로,5,친절하고 깨끗해서 넘 좋았어요,2020. 07. 20,2020. 07. 20,16
3708,3708,신라스테이 구로,3,역에서 근접,2020. 07. 20,2020. 07. 20,6
3709,3709,신라스테이 구로,4,깔끔하고 서비스가좋아요,2020. 07. 20,2020. 07. 20,12
3710,3710,신라스테이 구로,5,좋아요~~,2020. 07. 20,2020. 07. 20,5
3711,3711,신라스테이 구로,4,편하게 잘쉬다 왔어요,2020. 07. 20,2020. 07. 20,11
3712,3712,신라스테이 구로,4,항상 가는곳입니다. 역 바로 앞에 있어서 편하고 편의점도 가까워요.,2020. 07. 19,2020. 07. 19,37
3713,3713,신라스테이 구로,5,좋았어요^^,2020. 07. 19,2020. 07. 19,6
3714,3714,신라스테이 구로,5,깨끗하고 조식 항상맛있네요 ㅋㅋ,2020. 07. 19,2020. 07. 19,17
3715,3715,신라스테이 구로,5,깔끔하고 친절해용 조용한 방으로 달라구 부탁드렸는데 조용해서 꿀잠잤습니당❣,2020. 07. 19,2020. 07. 19,41
3716,3716,신라스테이 구로,5,깨끗하게 잘 묵었습니다,2020. 07. 19,2020. 07. 19,12
3717,3717,신라스테이 구로,5,"잘 쉬다갑니다.
주차할때가 부족한거 빼곤 좋았어요
조식도 맛있어요~!",2020. 07. 19,2020. 07. 19,38
3718,3718,신라스테이 구로,2,"흠...여기10만원넘게주고머물바에다른모텔에가세요.거기가더좋습니다..진심입니다.저웬만하면다괜찮아하고댓글안다는데.여긴정말...이돈주고여기서머물지말아주세요.
10만원짜리창밖 뷰를 보고싶다면 오세요..
안좋은점이너무많아일일히나열하기도힘드네요..;;;",2020. 07. 18,2020. 07. 18,135
3719,3719,신라스테이 구로,5,뚜벅이라서 교통과 위치접근성을 중요하게 생각하는데 역 앞이라 너무 좋았고 시설도 너무너무 좋았어요~ 재방문 할거에요!!!,2020. 07. 18,2020. 07. 18,67
3720,3720,신라스테이 구로,5,좋ㅇㆍㅇㄱㆍ,2020. 07. 18,2020. 07. 18,6
3721,3721,신라스테이 구로,5,ㅇ오ㅠ뎌ㅏㅠㅍㅎ,2020. 07. 18,2020. 07. 18,8
3722,3722,신라스테이 구로,5,"오랜만의 숙박이였어요 친절합니다
조식은 못먹었네요 ㅠ",2020. 07. 18,2020. 07. 18,29
3723,3723,신라스테이 구로,5,잘 쉬다가 가요,2020. 07. 18,2020. 07. 18,8
3724,3724,신라스테이 구로,4,깨끗하고 침대와 침구류너무포근했어툐,2020. 07. 18,2020. 07. 18,19
3725,3725,신라스테이 구로,5,항상 잘이용하고잇습니다 좋습니다,2020. 07. 18,2020. 07. 18,17
3726,3726,신라스테이 구로,5,재방문의사 충분,2020. 07. 18,2020. 07. 18,8
3727,3727,신라스테이 구로,5,좋았습니다,2020. 07. 17,2020. 07. 17,5
